Column1;Column2;Column3;Column4;Column5;Column6
KALINTI;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
ÞAH SULTAN CAMÝÝ;EYÜPSULTAN;MERKEZ;OSMANLI;41.053479;28.93583019999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;SURURÝ MEHMET EFENDÝ;;41.0371087;28.9725134
AHÞAP EV;BEYKOZ;MERKEZ;;41.1429436;29.1782018
BAHÇELÝ AHÞAP EV - MÜÞTEREK KUYU;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;MURATREÝS;OSMANLI;41.0215306;29.0292629
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KÜÇÜKÇAMLICA;OSMANLI;41.0142241;29.066357
HACI ALÝ PAÞA CAMÝÝ ÇEÞMESÝ;EYÜPSULTAN;RAMÝ CUMA;OSMANLI;41.04976;28.922151
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AKSARAY;OSMANLI;41.0139702;28.9701897
KARGÝR ÜSTÜ AHÞAP EV;BEYKOZ;GÖKSU;OSMANLI;41.0338085;29.03165
AHÞAP YALI;BEYKOZ;ANADOLU KAVAÐI;OSMANLI;41.173993;29.088574
AHÞAP EV;ÜSKÜDAR;ALTUNÝZADE;OSMANLI;41.0338085;29.03165
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
KAGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
DUVAR;EYÜPSULTAN;ÝSLAMBEY;;41.0510084;28.9281179
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;BURHANÝYE;OSMANLI;41.0289434;29.0516032
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;GÖKSU;OSMANLI;41.0671017;29.0969337
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
AHÞAP APARTMAN;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9607565;29.085859
HOCA KASIM GÜNANÝ CAMÝÝ - HAZÝRE;FATÝH;HOBYAR;OSMANLI;41.0131864;28.973082
FATMA SULTAN ÇEÞMESÝ;FATÝH;SEYYÝD ÖMER;OSMANLI;41.0208634;28.9328638
UZUN KÖPRÜLÜ ALÝ EFENDÝ ÇEÞMESÝ;FATÝH;BALAT;CUMHURÝYET;41.018729;28.9610447
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;CAMÝÝKEBÝR;;41.049433;28.944783
AHÞAP EV;FATÝH;HACI KADIN;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KEÇECÝ PÝRÝ;;41.049433;28.944783
TEVFÝKÝYE CAMÝ HÜNKAR KASRI-KAPI;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0167662;28.9729092
DÝREKLERARASI SIRA DÜKKÂN;FATÝH;KALENDERHANE;OSMANLI;41.0124864;28.9592494
KÂRGÝR EV;ÜSKÜDAR;BEYLERBEYÝ;;41.0422255;29.044538
MARMARA SURLARI, 4. KULE;FATÝH;CANKURTARAN;ROMA;41.0126514;28.9871015
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞAHKULU;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AKSARAY;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALEMDAR;OSMANLI;41.0139702;28.9701897
BAHÇELÝ KAGÝR APARTMAN;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;CÝHANGÝR;CUMHURÝYET;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;SURURÝ MEHMET EFENDÝ;;41.0371087;28.9725134
ÝDRÝS AÐA ÇEÞMESÝ;FATÝH;AYVANSARAY;OSMANLI;41.04095239999999;28.9554639
KARA SURLARI, ANA SUR, T82;EYÜPSULTAN;TOPÇULAR;ROMA;41.014811;28.922123
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;HASANLI;OSMANLI;41.0169;29.6663
AYÝOS THEODOROS KÝLÝSESÝ, AYA TODORÝ KÝLÝSESÝ;FATÝH;KATÝP KASIM;OSMANLI;41.0048204;28.9550479
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;FÝRUZAÐA;CUMHURÝYET;41.049433;28.944783
AHÞAP EV;ADALAR;NÝZAM;OSMANLI;40.8653698;29.1165628
ES'AD EFENDÝ MEDRESESÝ - ÞADIRVAN;FATÝH;BALAT;OSMANLI;41.0321621;28.9469361
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KALEM;OSMANLI;41.174903;29.609588
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
HALÝL AÐA HAN;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0135122;28.9725994
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
MÝDÝLLÝLÝ ALÝ REÝS ÇEÞMESÝ;BEYKOZ;ANADOLU KAVAÐI;OSMANLI;41.1744275;29.0885352
KENDROS HAN;FATÝH;HOBYAR;OSMANLI;41.0146994;28.9739688
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;DÜÐMECÝLER;OSMANLI;41.0424486;28.9286894
BAHÇELÝ AHÞAP EV;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0338085;29.03165
KARGÝR APARTMAN;FATÝH;HOCAPAÞA;OSMANLI;41.0132651;28.9771421
GÝZLÝCE EVLÝYA ÞEHÝT MEHMET EFENDÝ TÜRBESÝ;FATÝH;ÞEHREMÝNÝ;OSMANLI;41.0130328;28.9303549
AHÞAP EV;BEYKOZ;ANADOLU HÝSARI;OSMANLI;41.0850841;29.0066473
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;;41.049433;28.944783
ÞEHZADE KÜLLÝYESÝ - RÜSTEM PAÞA SEBÝLÝ - NÝÞ;FATÝH;KALENDERHANE;OSMANLI;41.0141453;28.9563117
OKMEYDANI OKÇULAR TEKKESÝ - ÞEYH ODASI;BEYOÐLU;KULAKSIZ;OSMANLI;41.0413496;28.9600224
AHÞAP EV;BEYKOZ;ANADOLU KAVAÐI;OSMANLI;41.17314409999999;29.0939685
KALINTI;FATÝH;HOCAPAÞA;OSMANLI;41.0132651;28.9771421
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
AHÞAP EV;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0338085;29.03165
DÜKKÂN;FATÝH;SARIDEMÝR;OSMANLI;41.0178761;28.9682914
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;VÝÞNEZADE;;41.0415031;28.9987081
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;OSMANKÖY;OSMANLI;41.0822;29.7319
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0521292;28.9665703
KALINTI;FATÝH;AKSARAY;;41.0060351;28.9484978
AYAZMA ÇEÞMESÝ;BEYKOZ;ANADOLU KAVAÐI;OSMANLI;41.1529;29.08392
SIRA EV;FATÝH;YEDÝKULE;OSMANLI;40.9938637;28.9252063
ÝOANNÝS PRODROMOS RUM KÝLÝSESÝ;SARIYER;SARIYER YENÝMAHALLE;OSMANLI;41.1814742;29.0385466
TONOZLU MEKÂN;FATÝH;HACI KADIN;;41.0231517;28.96084819999999
RIZA BEY ÇEÞMESÝ;BEYOÐLU;YENÝÞEHÝR;OSMANLI;41.0338;28.990184
SÜHEYL BEY CAMÝ- ÇEÞME;BEYOÐLU;PÜRTELAÞ HASAN EFENDÝ;OSMANLI;41.0293851;28.9874569
BEYAZIT TRANSFORMATÖR BÝNASI;FATÝH;BALABANAÐA;CUMHURÝYET;41.0241428;28.9460686
KÂRGÝR YAPI;ÜSKÜDAR;MURATREÝS;OSMANLI;41.0215306;29.0292629
FERÝKÖY SURP VARTANAÞ ERMENÝ KÝLÝSESÝ;ÞÝÞLÝ;DUATEPE;OSMANLI;41.0535234;28.9814527
SARI BEYAZIT CAMÝÝ HAZÝRESÝ;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177778;28.9608333
KONAK/KÖÞK;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0454709;29.0606997
BEDEVÝ TEKKESÝ - ÇEÞME;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0414424;29.045621
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞAHKULU;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KADIKÖY;OSMANLI;41.1170897;29.9052774
NAZPERVER KALFA SIBYAN MEKTEBÝ;FATÝH;AKSARAY;OSMANLI;41.0049007;28.9451021
GAZANFER AÐA ÇEÞMESÝ;ÜSKÜDAR;SALACAK;OSMANLI;41.0261815;29.0162862
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÇAVUÞ;OSMANLI;41.1728807;29.6122329
LALELÝ ÇEÞME;BEYOÐLU;BEREKETZADE;;41.025479;28.9730601
KÜRKÇÜKAPI KARAKOLU ;BEYOÐLU;ARAP CAMÝ;;41.0387546;28.9622195
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ (KAYIP ESER-METRO HATTI);FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177011;28.9619616
ÝTALYAN BANKASI;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0254795;28.9724231
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
KÂRGÝR EV;FATÝH;AYVANSARAY;OSMANLI;41.03543930000001;28.9426752
KÂRGÝR EV ;BEYOÐLU;FÝRUZAÐA;OSMANLI;41.0304704;28.9808817
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KIZILCA;OSMANLI;41.0033999;29.6721224
SIRA EV;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
SAKA DEDE KABRÝ;EYÜPSULTAN;DÜÐMECÝLER;;41.0465906;28.9233938
ESKÝ DUVAR;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0136361;28.9630532
SÝVÝL MÝMARLIK ÖRNEÐÝ;ZEYTÝNBURNU;SÜMER;;40.990635;28.89614
SÝVÝL MÝMARLIK ÖRNEÐÝ;BAKIRKÖY;YEÞÝLKÖY;;40.9756479;28.8704785
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
TONOZLU DÜKKAN ;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
AHÞAP EV;FATÝH;ZEYREK;OSMANLI;41.0588715;28.9948144
SÝDERÝDÝS HAN;BEYOÐLU;ASMALI MESCÝT;OSMANLI;41.0300212;28.9747969
KÖPRÜLÜ KÜTÜPHANESÝ - ÝHATA DUVARI;FATÝH;BÝNBÝRDÝREK;OSMANLI;41.00812200000001;28.9725059
DÜKKÂN;FATÝH;MERCAN;OSMANLI;41.0178761;28.9682914
AHÞAP EV;BEYKOZ;MERKEZ;OSMANLI;41.1429436;29.1782018
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
KARGÝR EV;FATÝH;BALAT;;41.0292106;28.9484978
KUYU;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0319759;28.9763054
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;SARIYER MERKEZ;;41.1622917;29.0474203
FATÝH KÜLLÝYESÝ - GÜLÜÞTU SULTAN TÜRBESÝ HAZÝRESÝ   ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0196532;28.9499187
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;TÜRKALÝ;;41.0476515;29.00161829999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
SÜTLÜCE MEZARLIÐI;BEYOÐLU;SÜTLÜCE;;41.0514158;28.9427584
BAYEZÝD KÜLLÝYESÝ - ÝHATA DUVARI;FATÝH;BEYAZIT;OSMANLI;41.0105113;28.9670557
KÂRGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
KUYU;BEYKOZ;ÝNCÝRKÖY;OSMANLI;41.1360822;29.089598
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
IÞIK SOKAK SARNICI;FATÝH;BÝNBÝRDÝREK;;41.0074098;28.973556
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
MÜÞTEMÝLAT;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÜLEYMAN ÇEÞMESÝ;BAÐCILAR;MAHMUTBEY;OSMANLI;41.0518715;28.8188948
DERÝ VE KUNDURA FABRÝKASI-25B;BEYKOZ;YALIKÖY;OSMANLI;41.140419;29.087103
HIRKA-Ý ÞERÝF CAMÝÝ - ÝHATA DUVARI ;FATÝH;HIRKA-Ý ÞERÝF;OSMANLI;41.0219324;28.9414925
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;MEÞRUTÝYET;CUMHURÝYET;41.056059;28.990431
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KABAKOZ;OSMANLI;41.1444;29.6893
KARGÝR ÜSTÜ AHÞAP EV;SÝLÝVRÝ;FATÝH;OSMANLI;41.020169;28.933864
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CANKURTARAN;;41.0139702;28.9701897
AHÞAP EV;ÇATALCA;ÇÝFTLÝKKÖY;OSMANLI;41.142259;28.457469
HAVUZLU ÇEÞME;SÝLÝVRÝ;ORTAKÖY;OSMANLI;41.07666100000001;28.415873
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;OSMANLI;41.049433;28.944783
AHÞAP EV;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.068056;29.043056
KARA SURLARI, ANA SUR, T75-T76 BEDEN DUVARI;EYÜPSULTAN;TOPÇULAR;ROMA;41.0332703;28.9252063
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
PAÞMAKÇI TEKKESÝ;BEYOÐLU;KAPTANPAÞA;OSMANLI;41.0382857;28.9213561
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MOLLA HÜSREV;OSMANLI;41.015602;28.95905059999999
SIRA DÜKKÂN ;FATÝH;SARIDEMÝR;OSMANLI;41.0178761;28.9682914
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;VÝÞNEZADE;;41.0415031;28.9987081
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
KALARONI APARTMANI;BEYOÐLU;KATÝPMUSTAFA ÇELEBÝ;OSMANLI;41.0325234;28.9766294
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
KARGÝR DÜKKAN;ÜSKÜDAR;MÝMAR SÝNAN;OSMANLI;41.0231502;29.021261
LALELÝ KÜLLÝYESÝ HAZÝRESÝ;FATÝH;KEMALPAÞA;OSMANLI;41.01;28.9566667
KARGÝR EV;BEYKOZ;ANADOLU HÝSARI;OSMANLI;41.085932;29.0707204
GÜNGÖRMEZ MESCÝDÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0044465;28.9766064
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
DUVAR ;BEÞÝKTAÞ;KURUÇEÞME;OSMANLI;41.0616299;29.0329
KUYU / MANSAP YAPISI;SARIYER;POLÝGON;;41.1291126;29.04541579999999
DÜKKANLI AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
II. MAHMUD TÜRBESÝ - SEBÝL;FATÝH;MOLLA FENARÝ;OSMANLI;41.0087432;28.9724385
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KOCATEPE;;41.049433;28.944783
KÝRAZLI BEND;SARIYER;BAHÇEKÖY KEMER;OSMANLI;41.1701838;28.9632299
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KÜPLÜCE;OSMANLI;41.0343937;29.0561752
KAGÝR EV;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177011;28.9619616
KATÝP MUSLÝHÝDDÝN CAMÝÝ - HAZÝRE;FATÝH;AKSARAY;OSMANLI;41.0192383;28.9322021
KANDÝLLÝ RASATHANESÝ - MANYETÝZMA LABORATUVARI;ÜSKÜDAR;KULELÝ;CUMHURÝYET;41.0606668;29.0632771
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CERRAHPAÞA;OSMANLI;41.0139702;28.9701897
KARGÝR BÝNA;BAKIRKÖY;YEÞÝLKÖY;;40.997691;28.840246
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;TARABYA;;41.0952869;29.0328543
ABACI DEDE MEZARI-ABACI DEDE TÜRBESÝ;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.019534;29.0223611
SURP AGOP AKARETLERÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0418394;28.9863243
HIMIÞ EV;ÇATALCA;FATÝH;;41.4913801;28.1664801
BAHÇELÝ AHÞAP EV;BAKIRKÖY;YENÝMAHALLE;OSMANLI;40.9806716;28.8822535
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MÝMAR HAYRETTÝN;OSMANLI;41.0074242;28.9666918
HIMIÞ VE KAGÝR TAÞ EVLER;ÇATALCA;FATÝH;;41.020169;28.933864
BALIKLI RUM HASTANESÝ-DUVAR;ZEYTÝNBURNU;KAZLIÇEÞME;OSMANLI;40.9996241;28.9177905
AHÞAP EV;BAKIRKÖY;YEÞÝLKÖY;OSMANLI;40.993513;28.784624
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;CUMHURÝYET;41.02607709999999;28.9535923
VALÝDE SULTAN CAMÝÝ;FATÝH;TOPKAPI;OSMANLI;41.0099859;28.9529721
AÐASÝ EVÝ (II);ADALAR;KINALIADA;OSMANLI;40.90907;29.053205
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0361216;29.0372643
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;BOZKURT;OSMANLI;41.0521292;28.9665703
YUNUS EMRE KONAÐI;BEÞÝKTAÞ;CÝHANNÜMA;OSMANLI;41.0472111;29.0074387
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
DÜKKÂN;FATÝH;AYVANSARAY;OSMANLI;41.0178761;28.9682914
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
AHÞAP EV;FATÝH;DEMÝRTAÞ;OSMANLI;41.0168639;28.9470422
KÂRGÝR EV;FATÝH;BALAT;OSMANLI;41.0292106;28.9484978
KAGÝR EV;BEÞÝKTAÞ;ORTAKÖY;OSMANLI;41.0539703;29.0270806
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0139702;28.9701897
PÝYALE PAÞA KÜLLÝYESÝ - TÜRBE;BEYOÐLU;KAPTANPAÞA;OSMANLI;41.039147;28.967024
ÇINARLI TEKKESÝ'NE AÝT AHÞAP ÞEYH EVÝ;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.020472;29.0240009
FRANSIZ LATÝN KATOLÝK MEZARLIÐI-NECROSCOPIUM;ÞÝÞLÝ;CUMHURÝYET;;41.0527165;28.9859497
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
EÐRÝKAPI RUM MEZARLIÐI;EYÜPSULTAN;DEFTERDAR;;41.0336219;28.9383437
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KARAGÜMRÜK;OSMANLI;41.0139702;28.9701897
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
KÜÇÜK EFENDÝ KÜLLÝYESÝ - HAZÝRE;FATÝH;SÜMBÜL EFENDÝ;OSMANLI;41.0002432;28.9233679
EDÝRNEKAPI ÞEHÝTLÝÐÝ;EYÜPSULTAN;TOPÇULAR;OSMANLI;41.029956;28.9315
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;MEÞRUTÝYET;OSMANLI;41.056059;28.990431
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;;41.049433;28.944783
MURADOÐLU KÖÞKÜ - DUVAR VE KAPI;ADALAR;HEYBELÝADA;OSMANLI;40.86960699999999;29.117462
FENERYOLU RECAÝ YAHYA CAMÝÝ - ÇEÞME;KADIKÖY;FENERYOLU;CUMHURÝYET;40.9819573;29.04890199999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MOLLA FENARÝ;OSMANLI;41.0097038;28.9710581
AHÞAP EV;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0338085;29.03165
ÝÞYERÝ;FATÝH;RÜSTEMPAÞA;OSMANLI;41.015386;28.959495
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0521292;28.9665703
HAYDARPAÞA GARI-POLÝKLÝNÝK BÝNASI;KADIKÖY;RASÝMPAÞA;;40.9965798;29.0206004
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KABAKOZ;OSMANLI;41.1444;29.6893
REÞADÝYE KIÞLASI BÝNALARI;BAKIRKÖY;ZUHURATBABA;;40.991083;28.8610988
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;NÝÞANCI;;41.0742819;28.9230501
SÝVÝL MÝMARLIK ÖRNEÐÝ;BÜYÜKÇEKMECE;CELALÝYE;;41.0601179;28.4104684
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;BEBEK;OSMANLI;41.068616;29.0285355
BALYAN KÖÞKÜ;ÜSKÜDAR;ÝCADÝYE;OSMANLI;41.0310772;29.0303448
BÝZANS SARAYI;BAHÇELÝEVLER;YENÝBOSNA MERKEZ;BÝZANS;41.013246;28.8159812
AHÞAP EV;BEYKOZ;ANADOLU KAVAÐI;OSMANLI;41.17314409999999;29.0939685
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;EMÝN SÝNAN;OSMANLI;41.0068163;28.9699665
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;;41.049433;28.944783
AHÞAP EV;BEYKOZ;ÝNCÝRKÖY;OSMANLI;41.1186879;29.1070773
SOKULLU MEHMET PAÞA KÖÞKÜ;KADIKÖY;ERENKÖY;OSMANLI;40.9731949;29.0765381
KARGÝR ÜSTÜ AHÞAP EV;SÝLÝVRÝ;FATÝH;OSMANLI;41.020169;28.933864
EBURÝZZA DERGAHI TÜRBESÝ VE SEBÝLÝ;BEYOÐLU;HACIAHMET;;41.03541;28.993261
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
NARMANLILAR KÖÞKÜ BAHÇE DUVARI;ÜSKÜDAR;SALACAK;OSMANLI;41.0130521;28.9852642
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;SÝLÝVRÝ;SELÝMPAÞA;;41.0788828;28.2182341
